STORAGE COMPLETE FOR     13 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME    MAXIMUM   AT TIME

   2 RFOR  6670 FX        FX         71.87     0.2000E-01  865.1      2.000

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   05:52:07  OCT 16, 2021 CP=    881.891

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       6670 FX
                  FX
  0.20000E-01     71.8705
  0.40000E-01     143.741
  0.60000E-01     215.609
  0.80000E-01     287.471
  0.10000         359.310
  0.12000         431.098
  0.14000         502.787
  0.16000         574.337
  0.18000         645.744
  0.20000         716.974
  0.22000         787.991
  0.24000         858.764
   2.0000         865.098
