STORAGE COMPLETE FOR    104 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR    5027 FX        FX         3.982       1.840       1547.      0.7200

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   08:17:56  DEC 06, 2021 CP=  10230.391

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       5027 FX
                  FX
   0.20000E-01   47.0066
   0.40000E-01   94.0131
   0.60000E-01   141.020
   0.80000E-01   188.026
   0.10000       235.033
   0.12000       282.039
   0.14000       329.046
   0.16000       376.053
   0.18000       423.059
   0.20000       470.066
   0.22000       517.072
   0.24000       564.079
   0.26000       611.085
   0.28000       658.092
   0.30000       705.099
   0.32000       752.105
   0.34000       799.112
   0.36000       846.118
   0.38000       893.044
   0.40000       939.748
   0.42000       986.104
   0.44000       1031.80
   0.46000       1076.82
   0.48000       1120.09
   0.50000       1160.75
   0.52000       1201.31
   0.54000       1242.20
   0.56000       1285.35
   0.58000       1330.39
   0.60000       1375.66
   0.62000       1420.95
   0.64000       1464.15
   0.66000       1503.36
   0.68000       1530.79
   0.70000       1546.03
   0.72000       1546.69
   0.74000       1546.36
   0.76000       1539.41
   0.78000       1522.84
   0.80000       1322.25
   0.82000       1060.62
   0.84000       868.533
   0.86000       782.369
   0.88000       729.500
   0.90000       685.840
   0.92000       635.364
   0.94000       538.732
   0.96000       429.164
   0.98000       380.048
    1.0000       346.726

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   08:17:56  DEC 06, 2021 CP=  10230.391

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       5027 FX
                  FX
    1.0200       295.966
    1.0400       245.257
    1.0600       194.490
    1.0800       101.129
    1.1000       70.2781
    1.1200       61.4276
    1.1400       57.7068
    1.1600       55.3703
    1.1800       53.9379
    1.2000       51.3609
    1.2200       49.5052
    1.2400       47.8394
    1.2600       46.1778
    1.2800       43.5066
    1.3000       41.3069
    1.3200       38.6161
    1.3400       33.3203
    1.3600       10.8612
    1.3800       4.50241
    1.4000       4.19780
    1.4200       4.21630
    1.4400       4.25819
    1.4600       4.31329
    1.4800       4.35472
    1.5000       4.41357
    1.5200       4.46938
    1.5400       4.52298
    1.5600       4.58120
    1.5800       4.46778
    1.6000       4.51178
    1.6200       4.55762
    1.6400       4.55213
    1.6600       4.20305
    1.6800       4.16777
    1.7000       4.13029
    1.7200       4.17654
    1.7400       4.22419
    1.7600       4.27238
    1.7800       4.32090
    1.8000       4.36929
    1.8200       4.41677
    1.8400       3.98181
    1.8600       4.02129
    1.8800       4.06453
    1.9000       4.10777
    1.9200       4.15053
    1.9400       4.19361
    1.9600       4.23644
    1.9800       4.27894
    1.9900       4.30048

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   08:17:56  DEC 06, 2021 CP=  10230.391

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       5027 FX
                  FX
    1.9950       4.31117
    1.9970       4.24075
    1.9985       4.16955
    2.0000       4.17253
