STORAGE COMPLETE FOR    104 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR  6675 FX        FX         69.80      0.2000E-001  2333.      0.7200

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   06:56:57  DEC 08, 2021 CP=   5482.984

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       6675 FX
                  FX
   0.20000E-01   69.8020
   0.40000E-01   139.604
   0.60000E-01   209.406
   0.80000E-01   279.208
   0.10000       349.010
   0.12000       418.812
   0.14000       488.614
   0.16000       558.416
   0.18000       628.218
   0.20000       698.020
   0.22000       767.821
   0.24000       837.623
   0.26000       907.425
   0.28000       977.227
   0.30000       1047.03
   0.32000       1116.83
   0.34000       1186.63
   0.36000       1256.44
   0.38000       1326.24
   0.40000       1396.04
   0.42000       1465.84
   0.44000       1535.51
   0.46000       1605.13
   0.48000       1674.36
   0.50000       1743.77
   0.52000       1812.72
   0.54000       1880.64
   0.56000       1948.20
   0.58000       2013.39
   0.60000       2076.51
   0.62000       2135.15
   0.64000       2189.01
   0.66000       2235.81
   0.68000       2282.36
   0.70000       2314.27
   0.72000       2332.59
   0.74000       2331.38
   0.76000       2316.81
   0.78000       2287.94
   0.80000       2262.36
   0.82000       2215.93
   0.84000       1896.22
   0.86000       1610.93
   0.88000       1430.87
   0.90000       1156.03
   0.92000       1024.11
   0.94000       979.535
   0.96000       968.544
   0.98000       924.269
    1.0000       835.391

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   06:56:57  DEC 08, 2021 CP=   5483.000

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       6675 FX
                  FX
    1.0200       675.692
    1.0400       515.812
    1.0600       480.476
    1.0800       407.820
    1.1000       341.276
    1.1200       257.163
    1.1400       213.105
    1.1600       203.882
    1.1800       196.549
    1.2000       183.426
    1.2200       168.462
    1.2400       116.994
    1.2600       97.7141
    1.2800       90.7812
    1.3000       87.9800
    1.3200       87.7093
    1.3400       87.5630
    1.3600       86.4249
    1.3800       86.2675
    1.4000       85.7407
    1.4200       85.3156
    1.4400       84.8957
    1.4600       84.9467
    1.4800       85.1241
    1.5000       85.3247
    1.5200       85.7558
    1.5400       86.1227
    1.5600       86.0727
    1.5800       85.0088
    1.6000       84.5665
    1.6200       85.1948
    1.6400       85.9028
    1.6600       85.2359
    1.6800       85.8390
    1.7000       86.2503
    1.7200       86.3754
    1.7400       86.8278
    1.7600       86.7285
    1.7800       87.5357
    1.8000       87.7849
    1.8200       88.1373
    1.8400       88.7026
    1.8600       89.5035
    1.8800       90.1161
    1.9000       90.5933
    1.9200       90.9697
    1.9400       91.4286
    1.9600       92.1718
    1.9800       92.8068
    1.9890       92.8756

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   06:56:57  DEC 08, 2021 CP=   5483.000

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       6675 FX
                  FX
    1.9945       92.5069
    1.9965       92.3004
    1.9983       91.8848
    2.0000       90.7626
