STORAGE COMPLETE FOR    104 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR  3040 FX        FX         36.59       2.000       2742.      0.9800

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   17:13:26  DEC 15, 2021 CP=   5370.391

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       3040 FX
                  FX
   0.20000E-01   58.1290
   0.40000E-01   116.258
   0.60000E-01   174.387
   0.80000E-01   232.516
   0.10000       290.645
   0.12000       348.774
   0.14000       406.903
   0.16000       465.032
   0.18000       523.161
   0.20000       581.284
   0.22000       639.378
   0.24000       697.433
   0.26000       755.460
   0.28000       813.301
   0.30000       871.063
   0.32000       928.755
   0.34000       986.273
   0.36000       1043.69
   0.38000       1101.38
   0.40000       1159.09
   0.42000       1216.84
   0.44000       1274.37
   0.46000       1331.89
   0.48000       1389.32
   0.50000       1446.55
   0.52000       1503.53
   0.54000       1560.74
   0.56000       1618.17
   0.58000       1675.28
   0.60000       1732.27
   0.62000       1789.36
   0.64000       1846.06
   0.66000       1902.66
   0.68000       1959.28
   0.70000       2015.42
   0.72000       2071.09
   0.74000       2126.18
   0.76000       2181.30
   0.78000       2236.43
   0.80000       2291.48
   0.82000       2346.50
   0.84000       2401.34
   0.86000       2456.62
   0.88000       2511.26
   0.90000       2565.99
   0.92000       2619.63
   0.94000       2670.73
   0.96000       2716.05
   0.98000       2742.00
    1.0000       2733.56

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   17:13:26  DEC 15, 2021 CP=   5370.391

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       3040 FX
                  FX
    1.0200       2692.14
    1.0400       2616.22
    1.0600       2491.79
    1.0800       2184.20
    1.1000       1905.93
    1.1200       1678.35
    1.1400       1332.65
    1.1600       1072.39
    1.1800       851.795
    1.2000       680.705
    1.2200       521.754
    1.2400       429.506
    1.2600       321.936
    1.2800       230.115
    1.3000       155.011
    1.3200       128.776
    1.3400       120.471
    1.3600       115.579
    1.3800       111.685
    1.4000       107.299
    1.4200       106.248
    1.4400       104.108
    1.4600       101.072
    1.4800       97.9040
    1.5000       94.7369
    1.5200       92.6937
    1.5400       90.6257
    1.5600       89.8039
    1.5800       89.7293
    1.6000       89.4954
    1.6200       88.9747
    1.6400       88.3934
    1.6600       88.0424
    1.6800       87.7178
    1.7000       87.6836
    1.7200       87.8959
    1.7400       88.0604
    1.7600       88.5040
    1.7800       88.8441
    1.8000       86.9894
    1.8200       81.7614
    1.8400       77.5940
    1.8600       65.6199
    1.8800       55.3737
    1.9000       50.8020
    1.9200       46.7949
    1.9400       43.5436
    1.9600       42.0210
    1.9800       41.6611
    1.9900       41.4637

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   17:13:26  DEC 15, 2021 CP=   5370.391

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       3040 FX
                  FX
    1.9950       41.1041
    1.9970       40.3499
    1.9985       37.6540
    2.0000       36.5867
