STORAGE COMPLETE FOR    100 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR  2092 FX        FX         11.25       1.600       2318.       1.120

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   11:57:07  JAN 10, 2022 CP=   4983.078

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       2092 FX
                  FX
   0.20000E-01   41.7051
   0.40000E-01   83.4101
   0.60000E-01   125.115
   0.80000E-01   166.820
   0.10000       208.525
   0.12000       250.230
   0.14000       291.935
   0.16000       333.641
   0.18000       375.346
   0.20000       417.051
   0.22000       458.756
   0.24000       500.461
   0.26000       542.166
   0.28000       583.871
   0.30000       625.576
   0.32000       667.279
   0.34000       708.979
   0.36000       750.680
   0.38000       792.380
   0.40000       834.071
   0.42000       875.756
   0.44000       917.454
   0.46000       959.149
   0.48000       1000.84
   0.50000       1042.53
   0.52000       1084.20
   0.54000       1125.82
   0.56000       1167.49
   0.58000       1209.17
   0.60000       1250.86
   0.62000       1292.52
   0.64000       1334.17
   0.66000       1375.84
   0.68000       1417.51
   0.70000       1459.02
   0.72000       1500.05
   0.74000       1540.89
   0.76000       1582.09
   0.78000       1623.34
   0.80000       1664.78
   0.82000       1706.34
   0.84000       1747.77
   0.86000       1789.20
   0.88000       1830.62
   0.90000       1872.06
   0.92000       1913.43
   0.94000       1954.65
   0.96000       1995.59
   0.98000       2036.25
    1.0000       2077.47

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   11:57:07  JAN 10, 2022 CP=   4983.078

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       2092 FX
                  FX
    1.0200       2118.82
    1.0400       2160.22
    1.0600       2201.45
    1.0800       2242.44
    1.1000       2283.23
    1.1200       2317.59
    1.1400       2297.45
    1.1600       2257.31
    1.1800       2265.45
    1.2000       2251.87
    1.2200       2165.08
    1.2400       1992.27
    1.2600       1794.29
    1.2800       1538.52
    1.3000       1292.49
    1.3200       1110.95
    1.3400       841.396
    1.3600       533.666
    1.3800       436.766
    1.4000       386.068
    1.4200       351.110
    1.4400       316.279
    1.4600       282.562
    1.4800       242.237
    1.5000       181.286
    1.5200       125.158
    1.5400       75.7819
    1.5600       17.1359
    1.5800       12.2301
    1.6000       11.2500
    1.6200       11.3722
    1.6400       11.5126
    1.6600       11.3705
    1.6800       11.5075
    1.7000       11.6445
    1.7200       11.7762
    1.7400       11.9114
    1.7600       11.9389
    1.7800       11.9345
    1.8000       12.0686
    1.8200       12.2027
    1.8400       12.3363
    1.8600       12.4623
    1.8800       12.5963
    1.9000       12.7253
    1.9200       12.8591
    1.9400       12.9650
    1.9600       13.0987
    1.9800       13.2324
    2.0000       13.3655
