STORAGE COMPLETE FOR    100 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME    MAXIMUM   AT TIME

   2 RFOR  1303 FX        FX         25.30     0.1500E-01  1805.      1.125

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   18:39:41  NOV 14, 2021 CP=   5305.938

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1303 FX
                  FX
  0.15000E-01     25.3036
  0.30000E-01     50.6073
  0.45000E-01     75.9109
  0.60000E-01     101.215
  0.75000E-01     126.518
  0.90000E-01     151.822
  0.10500         177.125
  0.12000         202.429
  0.13500         227.733
  0.15000         253.036
  0.16500         278.340
  0.18000         303.644
  0.19500         328.947
  0.21000         354.251
  0.22500         379.555
  0.24000         404.858
  0.25500         430.162
  0.27000         455.466
  0.28500         480.769
  0.30000         506.073
  0.31500         531.376
  0.33000         556.680
  0.34500         581.984
  0.36000         607.287
  0.37500         632.591
  0.39000         657.895
  0.40500         683.198
  0.42000         708.502
  0.43500         733.806
  0.45000         759.109
  0.46500         784.413
  0.48000         809.717
  0.49500         835.020
  0.51000         860.324
  0.52500         885.627
  0.54000         910.931
  0.55500         936.235
  0.57000         961.538
  0.58500         986.842
  0.60000         1012.15
  0.61500         1037.45
  0.63000         1062.75
  0.64500         1088.06
  0.66000         1113.36
  0.67500         1138.66
  0.69000         1163.97
  0.70500         1189.27
  0.72000         1214.57
  0.73500         1239.88
  0.75000         1265.18

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   18:39:41  NOV 14, 2021 CP=   5305.938

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1303 FX
                  FX
  0.76500         1290.49
  0.78000         1315.79
  0.79500         1341.09
  0.81000         1366.40
  0.82500         1391.70
  0.84000         1417.00
  0.85500         1442.31
  0.87000         1467.61
  0.88500         1492.91
  0.90000         1518.22
  0.91500         1543.52
  0.93000         1568.83
  0.94500         1594.13
  0.96000         1619.43
  0.97500         1644.74
  0.99000         1669.85
   1.0050         1695.10
   1.0200         1720.22
   1.0350         1745.24
   1.0500         1766.12
   1.0650         1746.66
   1.0800         1749.89
   1.0950         1773.37
   1.1100         1795.93
   1.1250         1805.04
   1.1400         1711.98
   1.1550         1732.17
   1.1700         1739.77
   1.1850         1744.05
   1.2000         1747.80
   1.2150         1744.68
   1.2300         1726.70
   1.2450         1677.12
   1.2600         1638.18
   1.2750         1597.90
   1.2900         1544.94
   1.3050         1467.91
   1.3200         1361.04
   1.3350         1093.51
   1.3500         859.806
   1.3650         715.966
   1.3800         565.079
   1.3950         387.956
   1.4100         46.2165
   1.4250         32.3279
   1.4400         30.8400
   1.4550         29.6935
   1.4700         29.6528
   1.4850         29.9497
   1.5000         30.2489
