STORAGE COMPLETE FOR    104 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR  3533 FX        FX         15.43       1.999       2467.       1.020

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   23:23:16  DEC 15, 2021 CP=   8706.719

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       3533 FX
                  FX
   0.20000E-01   54.4337
   0.40000E-01   108.867
   0.60000E-01   163.301
   0.80000E-01   217.735
   0.10000       272.169
   0.12000       326.602
   0.14000       381.036
   0.16000       435.470
   0.18000       489.904
   0.20000       544.337
   0.22000       598.771
   0.24000       653.205
   0.26000       707.639
   0.28000       762.072
   0.30000       816.505
   0.32000       870.851
   0.34000       925.273
   0.36000       979.685
   0.38000       1034.02
   0.40000       1088.36
   0.42000       1142.66
   0.44000       1196.89
   0.46000       1251.08
   0.48000       1305.39
   0.50000       1359.67
   0.52000       1413.82
   0.54000       1468.17
   0.56000       1522.44
   0.58000       1576.34
   0.60000       1630.03
   0.62000       1683.35
   0.64000       1736.80
   0.66000       1789.81
   0.68000       1842.81
   0.70000       1895.51
   0.72000       1947.21
   0.74000       1999.29
   0.76000       2049.69
   0.78000       2098.28
   0.80000       2145.28
   0.82000       2187.70
   0.84000       2218.19
   0.86000       2241.99
   0.88000       2258.32
   0.90000       2282.44
   0.92000       2313.13
   0.94000       2346.26
   0.96000       2381.99
   0.98000       2418.44
    1.0000       2447.58

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   23:23:16  DEC 15, 2021 CP=   8706.719

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       3533 FX
                  FX
    1.0200       2466.77
    1.0400       2466.20
    1.0600       2460.06
    1.0800       2454.07
    1.1000       2435.88
    1.1200       2402.23
    1.1400       2319.67
    1.1600       2197.98
    1.1800       2092.47
    1.2000       1888.65
    1.2200       1665.54
    1.2400       1348.06
    1.2600       783.972
    1.2800       610.073
    1.3000       495.769
    1.3200       391.357
    1.3400       284.555
    1.3600       126.992
    1.3800       40.2817
    1.4000       21.6996
    1.4200       19.6733
    1.4400       19.0971
    1.4600       19.2536
    1.4800       19.4891
    1.5000       19.1096
    1.5200       19.0825
    1.5400       18.8825
    1.5600       18.9728
    1.5800       19.0956
    1.6000       18.7531
    1.6200       18.6735
    1.6400       18.7710
    1.6600       18.9970
    1.6800       19.2182
    1.7000       19.0586
    1.7200       19.1031
    1.7400       19.0471
    1.7600       18.6567
    1.7800       18.2194
    1.8000       17.3580
    1.8200       17.0555
    1.8400       16.6440
    1.8600       16.0061
    1.8800       15.8086
    1.9000       15.7502
    1.9200       15.8601
    1.9400       15.9216
    1.9600       15.8890
    1.9800       15.8038
    1.9900       15.7067

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   23:23:16  DEC 15, 2021 CP=   8706.719

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       3533 FX
                  FX
    1.9950       15.6786
    1.9970       15.5712
    1.9985       15.4274
    2.0000       15.4389
