STORAGE COMPLETE FOR    101 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME    MAXIMUM   AT TIME

   2 RFOR    7776 FX        FX         16.93      1.950      2398.      1.350

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   23:15:15  NOV 25, 2021 CP=   9193.188

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       7776 FX
                  FX
  0.30000E-01     61.4690
  0.60000E-01     122.938
  0.90000E-01     184.407
  0.12000         245.876
  0.15000         307.345
  0.18000         368.814
  0.21000         430.283
  0.24000         491.752
  0.27000         553.221
  0.30000         614.690
  0.33000         676.159
  0.36000         737.628
  0.39000         799.097
  0.42000         860.492
  0.45000         921.845
  0.48000         983.164
  0.51000         1044.34
  0.54000         1105.40
  0.57000         1165.96
  0.60000         1225.13
  0.63000         1281.69
  0.66000         1329.90
  0.69000         1376.72
  0.72000         1428.05
  0.75000         1481.95
  0.78000         1536.52
  0.81000         1589.97
  0.84000         1643.13
  0.87000         1697.44
  0.90000         1752.76
  0.93000         1807.93
  0.96000         1862.12
  0.99000         1916.12
   1.0200         1971.06
   1.0500         2025.17
   1.0800         2078.39
   1.1100         2129.78
   1.1400         2179.23
   1.1700         2227.41
   1.2000         2272.42
   1.2300         2312.10
   1.2600         2350.68
   1.2900         2378.26
   1.3200         2394.23
   1.3500         2398.15
   1.3800         2397.93
   1.4100         2392.05
   1.4400         2358.82
   1.4700         2251.92
   1.5000         1917.18

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   23:15:15  NOV 25, 2021 CP=   9193.188

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       7776 FX
                  FX
   1.5300         1247.93
   1.5600         772.652
   1.5900         441.824
   1.6200         328.093
   1.6500         276.133
   1.6800         241.935
   1.7100         215.900
   1.7400         198.663
   1.7700         187.948
   1.8000         171.878
   1.8300         108.291
   1.8600         24.5032
   1.8900         18.7268
   1.9200         17.1376
   1.9500         16.9268
   1.9800         16.9728
   2.0100         16.9495
   2.0400         17.1468
   2.0700         17.1217
   2.1000         17.2769
   2.1300         17.4756
   2.1600         17.6544
   2.1900         17.8647
   2.2200         18.0589
   2.2500         18.2506
   2.2800         18.4044
   2.3100         18.6073
   2.3400         18.7839
   2.3700         18.8735
   2.4000         19.0644
   2.4300         18.9377
   2.4600         19.0164
   2.4900         19.0931
   2.5200         18.8292
   2.5500         18.8439
   2.5800         18.8571
   2.6100         18.9429
   2.6400         18.7688
   2.6700         18.9259
   2.7000         18.5835
   2.7300         18.6837
   2.7600         18.8616
   2.7900         18.9960
   2.8200         19.1083
   2.8500         19.1670
   2.8800         19.1599
   2.9100         19.0991
   2.9400         18.9842
   2.9700         19.0495
   2.9850         19.1297

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   23:15:15  NOV 25, 2021 CP=   9193.203

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       7776 FX
                  FX
   3.0000         19.0678
