STORAGE COMPLETE FOR     14 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME    MAXIMUM   AT TIME

   2 RFOR  6917 FX        FX         75.02     0.2000E-01  976.3      2.000

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   06:20:23  OCT 16, 2021 CP=   1094.328

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       6917 FX
                  FX
  0.20000E-01     75.0159
  0.40000E-01     150.032
  0.60000E-01     225.046
  0.80000E-01     300.050
  0.10000         375.022
  0.12000         449.937
  0.14000         524.721
  0.16000         599.330
  0.18000         673.764
  0.20000         747.976
  0.22000         821.944
  0.24000         895.639
  0.26000         969.019
   2.0000         976.276
