
          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1495 FX      
                  FX      
  0.30000E-01    -64.1298    
  0.60000E-01    -128.260    
  0.90000E-01    -192.389    
  0.12000        -256.519    
  0.15000        -320.638    
  0.18000        -384.584    
  0.21000        -446.820    
  0.24000        -506.370    
  0.27000        -564.200    
  0.30000        -619.289    
  0.33000        -671.611    
  0.36000        -699.110    
  0.39000        -712.112    
  0.42000        -722.591    
  0.45000        -742.671    
  0.48000        -766.268    
  0.51000        -792.229    
  0.54000        -822.370    
  0.57000        -850.756    
  0.60000        -880.935    

          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1495 FX      
                  FX      
  0.63000        -910.722    
  0.66000        -934.921    
  0.69000        -893.078    
  0.72000        -667.080    
  0.75000        -414.797    
  0.78000        -300.375    
  0.81000        -244.499    
  0.84000        -184.283    
  0.87000        -131.946    
  0.90000        -107.186    
  0.93000        -100.999    
  0.96000        -100.133    
  0.99000        -98.4532    
   1.0200        -98.4489    
   1.0500        -99.3004    
   1.0800        -100.539    
   1.1100        -101.956    
   1.1400        -103.283    
   1.1700        -105.359    
   1.2000        -107.399    

          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1495 FX      
                  FX      
   1.2300        -109.265    
   1.2600        -111.107    
   1.2900        -113.003    
   1.3200        -114.949    
   1.3500        -116.935    
   1.3800        -118.946    
   1.4100        -120.963    
   1.4400        -122.687    
   1.4700        -124.639    
   1.5000        -126.368    
   1.5300        -127.548    
   1.5600        -129.033    
   1.5900        -130.217    
   1.6200        -131.256    
   1.6500        -132.429    
   1.6800        -133.439    
   1.7100        -133.580    
   1.7400        -132.641    
   1.7700        -129.247    
   1.8000        -126.424    

          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1495 FX      
                  FX      
   1.8300        -127.556    
   1.8600        -128.753    
   1.8900        -130.161    
   1.9200        -131.700    
   1.9500        -133.052    
   1.9800        -133.148    
   2.0100        -133.550    
   2.0400        -133.780    
   2.0700        -133.532    
   2.1000        -133.955    
   2.1300        -134.670    
   2.1600        -135.420    
   2.1900        -136.368    
   2.2200        -137.684    
   2.2500        -138.950    
   2.2800        -139.483    
   2.3100        -140.486    
   2.3400        -141.689    
   2.3700        -142.895    
   2.4000        -144.220    

          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1495 FX      
                  FX      
   2.4300        -145.614    
   2.4600        -146.948    
   2.4900        -148.319    
   2.5200        -149.712    
   2.5500        -150.602    
   2.5800        -151.332    
   2.6100        -150.442    
   2.6400        -147.982    
   2.6700        -136.555    
   2.7000        -122.368    
   2.7300        -96.7663    
   2.7600        -93.1823    
   2.7900        -87.0193    
   2.8200        -82.1489    
   2.8500        -68.4534    
   2.8800        -68.0201    
   2.9100        -68.1504    
   2.9400        -68.4430    
   2.9700        -69.1348    
   2.9850        -69.4780    

          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1495 FX      
                  FX      
   2.9925        -69.6429    
   2.9955        -69.6966    
   2.9977        -69.4116    
   3.0000        -69.4591    
