STORAGE COMPLETE FOR    102 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR  4024 FX        FX         13.19       1.960       1727.      0.8400

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   11:00:19  DEC 08, 2021 CP=   5681.000

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       4024 FX
                  FX
   0.20000E-01   41.8607
   0.40000E-01   83.7214
   0.60000E-01   125.582
   0.80000E-01   167.443
   0.10000       209.304
   0.12000       251.164
   0.14000       293.025
   0.16000       334.886
   0.18000       376.746
   0.20000       418.607
   0.22000       460.468
   0.24000       502.329
   0.26000       544.189
   0.28000       586.050
   0.30000       627.911
   0.32000       669.771
   0.34000       711.632
   0.36000       753.481
   0.38000       795.341
   0.40000       837.189
   0.42000       879.049
   0.44000       920.908
   0.46000       962.768
   0.48000       1004.61
   0.50000       1046.44
   0.52000       1088.24
   0.54000       1130.04
   0.56000       1171.76
   0.58000       1213.54
   0.60000       1255.25
   0.62000       1297.04
   0.64000       1338.83
   0.66000       1380.64
   0.68000       1422.35
   0.70000       1463.92
   0.72000       1505.37
   0.74000       1546.53
   0.76000       1587.32
   0.78000       1627.35
   0.80000       1665.81
   0.82000       1702.28
   0.84000       1727.24
   0.86000       1685.56
   0.88000       1597.46
   0.90000       1611.99
   0.92000       1626.94
   0.94000       1617.96
   0.96000       1569.36
   0.98000       1504.73
    1.0000       1429.08

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   11:00:19  DEC 08, 2021 CP=   5681.000

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       4024 FX
                  FX
    1.0200       1324.09
    1.0400       1090.37
    1.0600       733.022
    1.0800       580.689
    1.1000       439.727
    1.1200       265.216
    1.1400       159.090
    1.1600       95.7057
    1.1800       71.5753
    1.2000       58.1845
    1.2200       50.6132
    1.2400       45.1239
    1.2600       42.1194
    1.2800       38.7362
    1.3000       36.3128
    1.3200       33.8881
    1.3400       32.6435
    1.3600       31.4739
    1.3800       31.4395
    1.4000       31.5843
    1.4200       31.3186
    1.4400       31.3457
    1.4600       30.6468
    1.4800       29.9657
    1.5000       26.3566
    1.5200       24.9426
    1.5400       24.9730
    1.5600       24.6818
    1.5800       24.8064
    1.6000       24.9883
    1.6200       25.2935
    1.6400       25.2875
    1.6600       24.8079
    1.6800       24.8365
    1.7000       25.0411
    1.7200       25.3145
    1.7400       25.3925
    1.7600       25.6836
    1.7800       25.8002
    1.8000       25.2653
    1.8200       24.5582
    1.8400       22.2519
    1.8600       18.4338
    1.8800       15.0757
    1.9000       14.0415
    1.9200       13.7032
    1.9400       13.3182
    1.9600       13.1903
    1.9800       13.2479
    1.9900       13.3098

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   11:00:19  DEC 08, 2021 CP=   5681.000

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       4024 FX
                  FX
    1.9950       13.3382
    2.0000       13.3317
