STORAGE COMPLETE FOR    104 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR  3008 FX        FX         29.50       2.000       2521.       1.060

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   16:31:44  DEC 14, 2021 CP=   5508.719

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       3008 FX
                  FX
   0.20000E-01   48.3883
   0.40000E-01   96.7767
   0.60000E-01   145.165
   0.80000E-01   193.553
   0.10000       241.942
   0.12000       290.330
   0.14000       338.718
   0.16000       387.107
   0.18000       435.495
   0.20000       483.883
   0.22000       532.272
   0.24000       580.660
   0.26000       629.025
   0.28000       677.264
   0.30000       725.381
   0.32000       773.418
   0.34000       821.577
   0.36000       869.689
   0.38000       917.908
   0.40000       966.108
   0.42000       1014.26
   0.44000       1062.43
   0.46000       1110.48
   0.48000       1158.55
   0.50000       1206.69
   0.52000       1254.75
   0.54000       1302.90
   0.56000       1350.95
   0.58000       1399.05
   0.60000       1447.13
   0.62000       1495.23
   0.64000       1543.35
   0.66000       1591.35
   0.68000       1639.17
   0.70000       1686.96
   0.72000       1734.83
   0.74000       1782.69
   0.76000       1830.66
   0.78000       1878.62
   0.80000       1926.42
   0.82000       1974.21
   0.84000       2022.03
   0.86000       2069.55
   0.88000       2117.02
   0.90000       2164.52
   0.92000       2211.56
   0.94000       2258.69
   0.96000       2305.98
   0.98000       2353.15
    1.0000       2400.45

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   16:31:44  DEC 14, 2021 CP=   5508.719

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       3008 FX
                  FX
    1.0200       2447.10
    1.0400       2490.79
    1.0600       2521.15
    1.0800       2510.26
    1.1000       2459.87
    1.1200       2359.86
    1.1400       1903.07
    1.1600       1579.67
    1.1800       1446.98
    1.2000       1297.54
    1.2200       1066.03
    1.2400       865.511
    1.2600       637.156
    1.2800       503.762
    1.3000       364.014
    1.3200       274.531
    1.3400       151.852
    1.3600       89.7963
    1.3800       68.9988
    1.4000       59.8846
    1.4200       55.4537
    1.4400       53.1178
    1.4600       51.0576
    1.4800       49.6639
    1.5000       49.0440
    1.5200       47.8942
    1.5400       47.4991
    1.5600       46.4162
    1.5800       46.1866
    1.6000       45.6538
    1.6200       44.3406
    1.6400       43.3371
    1.6600       42.5882
    1.6800       41.9053
    1.7000       41.7944
    1.7200       41.8089
    1.7400       41.7309
    1.7600       41.5636
    1.7800       40.9968
    1.8000       40.2724
    1.8200       39.3964
    1.8400       38.1826
    1.8600       37.1037
    1.8800       36.3642
    1.9000       35.4973
    1.9200       34.2043
    1.9400       33.3200
    1.9600       32.0484
    1.9800       31.1875
    1.9900       30.9004

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   16:31:44  DEC 14, 2021 CP=   5508.719

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       3008 FX
                  FX
    1.9950       30.6337
    1.9970       30.3994
    1.9985       29.7731
    2.0000       29.5037
