STORAGE COMPLETE FOR    104 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR  2092 FX        FX         53.94      0.2000E-001  2236.      0.8800

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   14:21:00  JAN 04, 2022 CP=   6715.547

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       2092 FX
                  FX
   0.20000E-01   53.9441
   0.40000E-01   107.888
   0.60000E-01   161.832
   0.80000E-01   215.776
   0.10000       269.721
   0.12000       323.665
   0.14000       377.609
   0.16000       431.553
   0.18000       485.497
   0.20000       539.441
   0.22000       593.385
   0.24000       647.329
   0.26000       701.274
   0.28000       755.218
   0.30000       809.162
   0.32000       863.106
   0.34000       917.050
   0.36000       970.994
   0.38000       1024.94
   0.40000       1078.88
   0.42000       1132.83
   0.44000       1186.77
   0.46000       1240.71
   0.48000       1294.66
   0.50000       1348.60
   0.52000       1402.55
   0.54000       1456.49
   0.56000       1510.44
   0.58000       1564.38
   0.60000       1618.32
   0.62000       1672.17
   0.64000       1725.98
   0.66000       1779.68
   0.68000       1832.94
   0.70000       1886.07
   0.72000       1938.64
   0.74000       1989.26
   0.76000       2036.55
   0.78000       2074.75
   0.80000       2101.52
   0.82000       2138.31
   0.84000       2185.00
   0.86000       2225.40
   0.88000       2236.16
   0.90000       2133.39
   0.92000       1535.84
   0.94000       1193.87
   0.96000       1011.14
   0.98000       873.458
    1.0000       760.016

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   14:21:00  JAN 04, 2022 CP=   6715.547

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       2092 FX
                  FX
    1.0200       677.692
    1.0400       601.716
    1.0600       543.714
    1.0800       501.119
    1.1000       468.787
    1.1200       432.384
    1.1400       407.478
    1.1600       385.028
    1.1800       360.004
    1.2000       339.081
    1.2200       321.697
    1.2400       305.447
    1.2600       287.683
    1.2800       274.759
    1.3000       262.696
    1.3200       255.517
    1.3400       252.520
    1.3600       252.131
    1.3800       252.634
    1.4000       253.773
    1.4200       254.983
    1.4400       254.286
    1.4600       254.149
    1.4800       253.754
    1.5000       253.752
    1.5200       255.683
    1.5400       257.662
    1.5600       258.656
    1.5800       260.344
    1.6000       262.982
    1.6200       265.388
    1.6400       268.131
    1.6600       268.828
    1.6800       270.817
    1.7000       272.791
    1.7200       274.839
    1.7400       276.362
    1.7600       277.506
    1.7800       278.742
    1.8000       278.099
    1.8200       278.280
    1.8400       278.721
    1.8600       279.055
    1.8800       277.698
    1.9000       276.854
    1.9200       275.749
    1.9400       273.339
    1.9600       270.417
    1.9800       265.949
    1.9890       263.992

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   14:21:00  JAN 04, 2022 CP=   6715.547

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       2092 FX
                  FX
    1.9945       257.746
    1.9965       254.672
    1.9983       247.647
    2.0000       239.835
