STORAGE COMPLETE FOR    104 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME    MAXIMUM   AT TIME

   2 RFOR    7526 FX        FX         34.81      2.700      2410.      1.290

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   02:36:19  NOV 24, 2021 CP=   9455.766

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       7526 FX
                  FX
  0.30000E-01     68.3988
  0.60000E-01     136.798
  0.90000E-01     205.196
  0.12000         273.595
  0.15000         341.994
  0.18000         410.393
  0.21000         478.791
  0.24000         547.190
  0.27000         615.589
  0.30000         683.988
  0.33000         752.386
  0.36000         820.785
  0.39000         889.184
  0.42000         957.583
  0.45000         1025.98
  0.48000         1094.24
  0.51000         1162.35
  0.54000         1230.44
  0.57000         1298.29
  0.60000         1365.69
  0.63000         1431.72
  0.66000         1496.20
  0.69000         1558.58
  0.72000         1616.78
  0.75000         1672.52
  0.78000         1720.99
  0.81000         1766.15
  0.84000         1819.11
  0.87000         1879.04
  0.90000         1940.02
  0.93000         2001.18
  0.96000         2061.38
  0.99000         2120.98
   1.0200         2177.03
   1.0500         2224.96
   1.0800         2269.45
   1.1100         2308.99
   1.1400         2340.93
   1.1700         2364.25
   1.2000         2385.92
   1.2300         2397.95
   1.2600         2403.56
   1.2900         2409.75
   1.3200         2393.47
   1.3500         2285.14
   1.3800         1512.24
   1.4100         1240.62
   1.4400         954.655
   1.4700         718.028
   1.5000         555.659

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   02:36:19  NOV 24, 2021 CP=   9455.766

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       7526 FX
                  FX
   1.5300         356.168
   1.5600         249.918
   1.5900         143.157
   1.6200         97.5678
   1.6500         73.8352
   1.6800         61.3722
   1.7100         54.1002
   1.7400         51.3489
   1.7700         48.9210
   1.8000         47.0090
   1.8300         45.6652
   1.8600         44.4972
   1.8900         43.8216
   1.9200         43.5860
   1.9500         42.9689
   1.9800         42.6362
   2.0100         42.6502
   2.0400         42.5546
   2.0700         42.4930
   2.1000         42.1075
   2.1300         41.3992
   2.1600         40.4206
   2.1900         39.0250
   2.2200         37.6880
   2.2500         37.2852
   2.2800         37.2209
   2.3100         37.2243
   2.3400         37.3227
   2.3700         37.3551
   2.4000         36.7434
   2.4300         36.7781
   2.4600         36.8525
   2.4900         36.0849
   2.5200         35.3807
   2.5500         35.2025
   2.5800         35.1325
   2.6100         35.2144
   2.6400         35.1812
   2.6700         34.8871
   2.7000         34.8142
   2.7300         34.9792
   2.7600         35.0999
   2.7900         35.1981
   2.8200         35.2709
   2.8500         35.0607
   2.8800         35.1828
   2.9100         35.3642
   2.9400         35.5767
   2.9700         35.7202
   2.9835         35.8337

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   02:36:19  NOV 24, 2021 CP=   9455.766

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       7526 FX
                  FX
   2.9917         35.6322
   2.9947         35.5854
   2.9974         35.2604
   3.0000         35.1208
