STORAGE COMPLETE FOR    104 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR      79 FX        FX         2.289       2.960       2347.       2.600

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   09:55:59  FEB 06, 2022 CP=  21825.750

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME         79 FX
                  FX
   0.40000E-01   37.8352
   0.80000E-01   75.6704
   0.12000       113.506
   0.16000       151.341
   0.20000       189.176
   0.24000       227.011
   0.28000       264.846
   0.32000       302.681
   0.36000       340.517
   0.40000       378.352
   0.44000       416.185
   0.48000       454.018
   0.52000       491.851
   0.56000       529.677
   0.60000       567.490
   0.64000       605.294
   0.68000       643.097
   0.72000       680.872
   0.76000       718.587
   0.80000       756.256
   0.84000       793.779
   0.88000       830.968
   0.92000       867.379
   0.96000       902.661
    1.0000       936.534
    1.0400       970.313
    1.0800       1005.96
    1.1200       1042.00
    1.1600       1078.35
    1.2000       1114.91
    1.2400       1151.70
    1.2800       1188.47
    1.3200       1224.93
    1.3600       1261.40
    1.4000       1297.62
    1.4400       1333.95
    1.4800       1370.29
    1.5200       1406.34
    1.5600       1442.68
    1.6000       1479.02
    1.6400       1515.44
    1.6800       1551.77
    1.7200       1588.01
    1.7600       1624.17
    1.8000       1660.23
    1.8400       1696.23
    1.8800       1732.34
    1.9200       1768.39
    1.9600       1804.42
    2.0000       1840.21

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   09:55:59  FEB 06, 2022 CP=  21825.750

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME         79 FX
                  FX
    2.0400       1875.98
    2.0800       1911.82
    2.1200       1947.55
    2.1600       1983.14
    2.2000       2018.71
    2.2400       2054.20
    2.2800       2089.75
    2.3200       2125.41
    2.3600       2160.79
    2.4000       2196.10
    2.4400       2231.18
    2.4800       2266.01
    2.5200       2298.89
    2.5600       2329.04
    2.6000       2347.08
    2.6400       2345.49
    2.6800       2265.78
    2.7200       2011.25
    2.7600       1608.25
    2.8000       813.090
    2.8400       414.726
    2.8800       21.0098
    2.9200       2.35385
    2.9600       2.28883
    3.0000       2.30201
    3.0400       2.33178
    3.0800       2.36244
    3.1200       2.39308
    3.1600       2.42372
    3.2000       2.45432
    3.2400       2.48498
    3.2800       2.51540
    3.3200       2.54560
    3.3600       2.57378
    3.4000       2.56971
    3.4400       2.59952
    3.4800       2.62974
    3.5200       2.64284
    3.5600       2.66995
    3.6000       2.64788
    3.6400       2.67440
    3.6800       2.69854
    3.7200       2.72291
    3.7600       2.75143
    3.8000       2.77482
    3.8400       2.80369
    3.8800       2.83279
    3.9200       2.86200
    3.9600       2.89082
    3.9780       2.90396

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.1     18.1     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   09:55:59  FEB 06, 2022 CP=  21825.750

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME         79 FX
                  FX
    3.9890       2.91197
    3.9930       2.91488
    3.9965       2.91722
    4.0000       2.91978
