STORAGE COMPLETE FOR    102 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME     MAXIMUM    AT TIME

   2 RFOR  1939 FX        FX         67.75      0.2000E-001  2366.      0.7400

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   08:19:51  DEC 08, 2021 CP=   4385.266

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1939 FX
                  FX
   0.20000E-01   67.7452
   0.40000E-01   135.490
   0.60000E-01   203.236
   0.80000E-01   270.981
   0.10000       338.726
   0.12000       406.471
   0.14000       474.216
   0.16000       541.961
   0.18000       609.707
   0.20000       677.452
   0.22000       745.197
   0.24000       812.942
   0.26000       880.687
   0.28000       948.433
   0.30000       1016.18
   0.32000       1083.92
   0.34000       1151.67
   0.36000       1219.41
   0.38000       1287.16
   0.40000       1354.90
   0.42000       1422.65
   0.44000       1490.39
   0.46000       1558.14
   0.48000       1625.88
   0.50000       1693.63
   0.52000       1761.37
   0.54000       1829.12
   0.56000       1896.87
   0.58000       1964.61
   0.60000       2032.36
   0.62000       2099.02
   0.64000       2162.71
   0.66000       2221.46
   0.68000       2274.14
   0.70000       2325.11
   0.72000       2345.88
   0.74000       2365.62
   0.76000       2345.73
   0.78000       2272.13
   0.80000       2210.34
   0.82000       2139.25
   0.84000       1780.50
   0.86000       1458.25
   0.88000       1184.66
   0.90000       1031.50
   0.92000       920.613
   0.94000       870.746
   0.96000       822.086
   0.98000       702.301
    1.0000       575.059

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   08:19:51  DEC 08, 2021 CP=   4385.266

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1939 FX
                  FX
    1.0200       449.842
    1.0400       367.393
    1.0600       312.197
    1.0800       273.661
    1.1000       253.722
    1.1200       231.449
    1.1400       202.816
    1.1600       204.029
    1.1800       206.755
    1.2000       209.734
    1.2200       212.731
    1.2400       215.707
    1.2600       216.678
    1.2800       219.490
    1.3000       222.460
    1.3200       225.191
    1.3400       227.971
    1.3600       230.852
    1.3800       234.117
    1.4000       237.078
    1.4200       239.863
    1.4400       238.272
    1.4600       224.144
    1.4800       205.518
    1.5000       192.935
    1.5200       194.278
    1.5400       195.448
    1.5600       197.669
    1.5800       199.616
    1.6000       201.702
    1.6200       203.874
    1.6400       205.880
    1.6600       205.627
    1.6800       206.201
    1.7000       207.614
    1.7200       209.234
    1.7400       211.414
    1.7600       213.321
    1.7800       215.224
    1.8000       216.923
    1.8200       218.874
    1.8400       220.981
    1.8600       222.948
    1.8800       224.912
    1.9000       226.286
    1.9200       227.992
    1.9400       229.803
    1.9600       231.548
    1.9800       233.827
    1.9890       234.729

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 18.0     18.0     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   08:19:51  DEC 08, 2021 CP=   4385.266

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       1939 FX
                  FX
    1.9945       234.919
    2.0000       235.235
