STORAGE COMPLETE FOR     38 DATA POINTS

         SUMMARY OF VARIABLES STORED THIS STEP AND EXTREME VALUES
 VARI TYPE    IDENTIFIERS   NAME     MINIMUM    AT TIME    MAXIMUM   AT TIME

   2 RFOR  2237 FX        FX         42.00     0.2000E-01  1321.     0.6465

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 17.2     17.2     ***
 ANSYS Mechanical Enterprise
 00654237  VERSION=WINDOWS x64   01:04:35  OCT 14, 2021 CP=   1063.891

 TEST



          ***** ANSYS POST26 VARIABLE LISTING *****


    TIME       2237 FX
                  FX
  0.20000E-01     42.0034
  0.40000E-01     84.0067
  0.60000E-01     126.010
  0.80000E-01     168.013
  0.10000         210.016
  0.12000         252.009
  0.14000         293.955
  0.16000         335.866
  0.18000         377.718
  0.20000         419.488
  0.22000         461.214
  0.24000         502.856
  0.26000         544.415
  0.28000         585.879
  0.30000         627.254
  0.32000         668.514
  0.34000         709.655
  0.36000         750.658
  0.38000         791.517
  0.40000         832.209
  0.42000         872.772
  0.44000         913.200
  0.46000         953.462
  0.48000         993.567
  0.50000         1033.47
  0.52000         1073.27
  0.54000         1112.92
  0.56000         1152.40
  0.58000         1191.70
  0.60000         1230.88
  0.60900         1248.46
  0.61800         1266.01
  0.62408         1277.84
  0.63015         1289.66
  0.63425         1297.63
  0.63835         1305.59
  0.64450         1317.52
  0.64650         1321.40
